,yr,service,calltime,callsource,nature,secs_to_disp,secs_to_arrv,secs_to_close,priority,primeunit,month,response_time
47463,2014,LAW ,2014-05-29 16:02:12,PHONE,SUICIDE RISK,2128.0,2465.0,3259,3,CAHOT,5,5.616666666666666
47488,2014,LAW ,2014-05-29 17:06:29,E911,TRANSPORT,4284.0,4608.0,7187,5,CAHOT,5,5.4
47530,2014,LAW ,2014-05-29 18:52:34,PHONE,WELFARE CHECK,868.0,2270.0,5195,5,CAHOT,5,23.366666666666667
47539,2014,LAW ,2014-05-29 19:23:31,E911,SUICIDE RISK,239.0,2301.0,3966,1,CAHOT,5,34.36666666666667
47542,2014,LAW ,2014-05-29 19:40:57,W911,ASSIST,5016.0,5753.0,9193,5,CAHOT,5,12.283333333333333
47544,2014,LAW ,2014-05-29 19:46:26,PHONE,WELFARE CHECK,2642.0,3065.0,3359,5,CAHOT,5,7.05
47553,2014,LAW ,2014-05-29 20:09:25,PHONE,ASSIST,587.0,1229.0,4523,5,CAHOT,5,10.7
47554,2014,LAW ,2014-05-29 20:15:47,PHONE,ASSIST,6755.0,7313.0,10244,5,CAHOT,5,9.3
47558,2014,LAW ,2014-05-29 20:28:39,PHONE,WELFARE CHECK,3431.0,4035.0,4789,5,CAHOT,5,10.066666666666666
47566,2014,LAW ,2014-05-29 21:19:15,PHONE,ASSIST,6454.0,6695.0,7368,5,CAHOT,5,4.016666666666667
47570,2014,LAW ,2014-05-29 21:49:43,PHONE,ASSIST,14.0,301.0,1106,11,CAHOT,5,4.783333333333333
47574,2014,LAW ,2014-05-29 22:09:18,PHONE,ASSIST,4378.0,4563.0,7519,5,CAHOT,5,3.0833333333333335
47613,2014,LAW ,2014-05-30 01:33:24,PHONE,ASSIST,145.0,844.0,3367,5,CAHOT,5,11.65
47707,2014,LAW ,2014-05-30 11:08:16,PHONE,TRANSPORT,785.0,4593.0,7196,9,CAHOT,5,63.46666666666667
47714,2014,LAW ,2014-05-30 11:30:35,PHONE,SUBJECT DOWN,45.0,579.0,3062,1,CAHOT,5,8.9
47717,2014,LAW ,2014-05-30 11:39:41,PHONE,TRANSPORT,13927.0,15446.0,15671,5,CAHOT,5,25.316666666666666
47779,2014,LAW ,2014-05-30 13:50:36,PHONE,ASSIST,5730.0,6102.0,6755,5,CAHOT,5,6.2
47780,2014,LAW ,2014-05-30 13:55:39,PHONE,SUBJECT DOWN,16.0,321.0,2222,3,CAHOT,5,5.083333333333333
47784,2014,LAW ,2014-05-30 14:03:31,PHONE,TRANSPORT,9879.0,10419.0,11864,5,CAHOT,5,9.0
47785,2014,LAW ,2014-05-30 14:07:23,PHONE,DISORDERLY CONDUCT,1332.0,1631.0,4687,3,CAHOT,5,4.983333333333333
47797,2014,LAW ,2014-05-30 14:40:57,PHONE,TRANSPORT,9656.0,10105.0,10346,5,CAHOT,5,7.483333333333333
47810,2014,LAW ,2014-05-30 15:33:22,PHONE,WELFARE CHECK,696.0,1602.0,4510,5,CAHOT,5,15.1
47817,2014,LAW ,2014-05-30 15:49:25,PHONE,WELFARE CHECK,927.0,1922.0,3509,5,CAHOT,5,16.583333333333332
47822,2014,LAW ,2014-05-30 16:11:10,PHONE,DISORDERLY CONDUCT,155.0,1077.0,8872,3,CAHOT,5,15.366666666666667
47868,2014,LAW ,2014-05-30 18:36:52,PHONE,TRAFFIC ISSUE,325.0,1310.0,2019,3,CAHOT,5,16.416666666666668
47873,2014,LAW ,2014-05-30 19:04:48,PHONE,SUICIDE RISK,279.0,675.0,2373,1,CAHOT,5,6.6
47880,2014,LAW ,2014-05-30 19:22:56,PHONE,WELFARE CHECK,1350.0,2027.0,3014,5,CAHOT,5,11.283333333333333
47888,2014,LAW ,2014-05-30 19:51:19,PHONE,ASSIST,1377.0,5017.0,11528,5,CAHOT,5,60.666666666666664
47930,2014,LAW ,2014-05-30 21:41:55,PHONE,ASSIST,5229.0,6367.0,6508,5,CAHOT,5,18.966666666666665
47943,2014,LAW ,2014-05-30 22:17:33,W911,TRANSPORT,4375.0,4460.0,4714,5,CAHOT,5,1.4166666666666667
47990,2014,LAW ,2014-05-30 23:37:33,PHONE,ASSIST,38.0,776.0,862,5,CAHOT,5,12.3
48019,2014,LAW ,2014-05-31 00:40:06,PHONE,TRANSPORT,126.0,902.0,2412,5,CAHOT,5,12.933333333333334
48107,2014,LAW ,2014-05-31 10:54:10,PHONE,ASSIST,469.0,2295.0,4557,5,CAHOT,5,30.433333333333334
48109,2014,LAW ,2014-05-31 11:02:46,PHONE,ASSIST,8770.0,9372.0,13800,5,CAHOT,5,10.033333333333333
48110,2014,LAW ,2014-05-31 11:04:07,PHONE,TRANSPORT,13727.0,15280.0,15473,5,CAHOT,5,25.883333333333333
48124,2014,LAW ,2014-05-31 12:13:59,PHONE,WELFARE CHECK,11294.0,11678.0,11996,5,CAHOT,5,6.4
48143,2014,LAW ,2014-05-31 13:23:56,PHONE,TRANSPORT,7522.0,8433.0,10603,5,CAHOT,5,15.183333333333334
48151,2014,LAW ,2014-05-31 13:44:35,PHONE,ASSIST,4147.0,5193.0,5372,5,CAHOT,5,17.433333333333334
48179,2014,LAW ,2014-05-31 15:42:21,PHONE,ASSIST,86.0,1770.0,2598,5,CAHOT,5,28.066666666666666
48185,2014,LAW ,2014-05-31 16:13:22,PHONE,SUICIDE RISK,447.0,1036.0,7230,5,CAHOT,5,9.816666666666666
48191,2014,LAW ,2014-05-31 16:33:08,PHONE,ASSIST,129.0,378.0,774,5,CAHOT,5,4.15
48196,2014,LAW ,2014-05-31 17:05:38,W911,TRAFFIC ISSUE,320.0,883.0,1135,3,CAHOT,5,9.383333333333333
48212,2014,LAW ,2014-05-31 18:19:31,W911,RECKLESS DRIVIING,177.0,824.0,1138,3,CAHOT,5,10.783333333333333
48219,2014,LAW ,2014-05-31 18:46:13,W911,SUBJECT DOWN,388.0,827.0,1431,1,CAHOT,5,7.316666666666666
48222,2014,LAW ,2014-05-31 18:53:10,PHONE,ASSIST,241.0,1138.0,6084,5,CAHOT,5,14.95
48233,2014,LAW ,2014-05-31 19:18:59,PHONE,TRANSPORT,1813.0,2109.0,3290,5,CAHOT,5,4.933333333333334
48239,2014,LAW ,2014-05-31 19:46:29,PHONE,WELFARE CHECK,2055.0,2855.0,4017,5,CAHOT,5,13.333333333333334
48263,2014,LAW ,2014-05-31 21:13:17,PHONE,TRANSPORT,343.0,804.0,1806,5,CAHOT,5,7.683333333333334
48274,2014,LAW ,2014-05-31 21:39:03,PHONE,INTOXICATED PERSON,504.0,1090.0,2137,5,CAHOT,5,9.766666666666667
48290,2014,LAW ,2014-05-31 22:19:32,PHONE,WELFARE CHECK,2474.0,3018.0,6760,3,CAHOT,5,9.066666666666666
48291,2014,LAW ,2014-05-31 22:19:41,PHONE,INTOXICATED PERSON,0.0,2087.0,2458,11,CAHOT,5,34.78333333333333
48331,2014,LAW ,2014-05-31 23:32:10,PHONE,ASSIST,3306.0,4114.0,6951,5,CAHOT,5,13.466666666666667
48354,2014,LAW ,2014-06-01 00:09:40,PHONE,SUBJECT DOWN,110.0,456.0,1053,1,CAHOT,6,5.766666666666667
48364,2014,LAW ,2014-06-01 00:27:39,E911,TRANSPORT,139.0,5153.0,5657,5,CAHOT,6,83.56666666666666
48392,2014,LAW ,2014-06-01 01:41:28,PHONE,TRANSPORT,1240.0,1901.0,5124,5,CAHOT,6,11.016666666666667
48449,2014,LAW ,2014-06-01 10:33:44,PHONE,TRANSPORT,1783.0,2285.0,2868,5,CAHOT,6,8.366666666666667
48450,2014,LAW ,2014-06-01 10:36:52,PHONE,TRANSPORT,2690.0,3595.0,4084,5,CAHOT,6,15.083333333333334
48473,2014,LAW ,2014-06-01 12:15:02,PHONE,ASSIST,121.0,1258.0,3621,5,CAHOT,6,18.95
48478,2014,LAW ,2014-06-01 13:07:59,PHONE,TRANSPORT,445.0,1023.0,4304,5,CAHOT,6,9.633333333333333
48497,2014,LAW ,2014-06-01 15:08:04,PHONE,TRESPASSING,633.0,1258.0,2746,3,CAHOT,6,10.416666666666666
48509,2014,LAW ,2014-06-01 16:09:59,PHONE,ASSIST,81.0,91.0,1800,4,CAHOT,6,0.16666666666666666
48522,2014,LAW ,2014-06-01 16:44:27,PHONE,ASSIST,96.0,1245.0,2999,5,CAHOT,6,19.15
48525,2014,LAW ,2014-06-01 16:59:21,PHONE,ASSIST,986.0,2165.0,3381,5,CAHOT,6,19.65
48527,2014,LAW ,2014-06-01 17:11:37,PHONE,WELFARE CHECK,2663.0,3695.0,3904,5,CAHOT,6,17.2
48529,2014,LAW ,2014-06-01 17:16:18,PHONE,WELFARE CHECK,1133.0,2827.0,5006,5,CAHOT,6,28.233333333333334
48531,2014,LAW ,2014-06-01 17:31:00,PHONE,TRANSPORT,2757.0,3289.0,5501,5,CAHOT,6,8.866666666666667
48547,2014,LAW ,2014-06-01 19:47:20,PHONE,DISORDERLY CONDUCT,1156.0,1534.0,2583,3,CAHOT,6,6.3
48549,2014,LAW ,2014-06-01 19:53:30,E911,SUICIDE RISK,31.0,518.0,2972,1,CAHOT,6,8.116666666666667
48555,2014,LAW ,2014-06-01 20:23:31,PHONE,TRANSPORT,1173.0,1788.0,2944,5,CAHOT,6,10.25
48562,2014,LAW ,2014-06-01 20:59:26,PHONE,WELFARE CHECK,5975.0,6596.0,12910,5,CAHOT,6,10.35
48566,2014,LAW ,2014-06-01 21:10:30,PHONE,ASSIST,83.0,778.0,4410,5,CAHOT,6,11.583333333333334
48567,2014,LAW ,2014-06-01 21:17:31,PHONE,TRANSPORT,83.0,421.0,1160,5,CAHOT,6,5.633333333333334
48570,2014,LAW ,2014-06-01 21:26:03,PHONE,ASSIST,1337.0,1845.0,3337,5,CAHOT,6,8.466666666666667
48571,2014,LAW ,2014-06-01 21:31:14,PHONE,ASSIST,368.0,380.0,991,5,CAHOT,6,0.2
48660,2014,LAW ,2014-06-02 11:06:21,PHONE,MENTAL HEALTH,497.0,2361.0,3878,3,CAHOT,6,31.066666666666666
48673,2014,LAW ,2014-06-02 11:46:11,PHONE,ASSIST,6502.0,7937.0,10582,5,CAHOT,6,23.916666666666668
48678,2014,LAW ,2014-06-02 12:01:07,PHONE,TRANSPORT,9819.0,10986.0,12646,5,CAHOT,6,19.45
48682,2014,LAW ,2014-06-02 12:13:21,PHONE,ASSIST,108.0,1519.0,4536,5,CAHOT,6,23.516666666666666
48683,2014,LAW ,2014-06-02 12:14:33,PHONE,ASSIST,12580.0,12813.0,13281,5,CAHOT,6,3.8833333333333333
48748,2014,LAW ,2014-06-02 15:35:27,PHONE,WELFARE CHECK,440.0,2743.0,3353,5,CAHOT,6,38.38333333333333
48751,2014,LAW ,2014-06-02 15:43:08,PHONE,INTOXICATED PERSON,2565.0,3380.0,3568,3,CAHOT,6,13.583333333333334
48755,2014,LAW ,2014-06-02 15:48:07,PHONE,ASSIST,3394.0,4641.0,6714,5,CAHOT,6,20.783333333333335
48758,2014,LAW ,2014-06-02 15:58:40,PHONE,ASSIST,4654.0,5130.0,5226,5,CAHOT,6,7.933333333333334
48760,2014,LAW ,2014-06-02 16:02:37,PHONE,WELFARE CHECK,5015.0,5599.0,6512,5,CAHOT,6,9.733333333333333
48782,2014,LAW ,2014-06-02 17:04:07,PHONE,ASSIST,2187.0,3247.0,5696,5,CAHOT,6,17.666666666666668
48791,2014,LAW ,2014-06-02 17:48:04,PHONE,ASSIST,268.0,1540.0,3974,5,CAHOT,6,21.2
48803,2014,LAW ,2014-06-02 18:24:05,PHONE,WELFARE CHECK,1841.0,2275.0,3919,5,CAHOT,6,7.233333333333333
48814,2014,LAW ,2014-06-02 19:12:39,PHONE,ASSIST,1026.0,1716.0,2226,5,CAHOT,6,11.5
48815,2014,LAW ,2014-06-02 19:17:01,PHONE,INTOXICATED PERSON,827.0,1834.0,2364,5,CAHOT,6,16.783333333333335
48823,2014,LAW ,2014-06-02 19:40:38,PHONE,WELFARE CHECK,609.0,832.0,2049,5,CAHOT,6,3.716666666666667
48826,2014,LAW ,2014-06-02 19:48:48,PHONE,ASSIST,501.0,2546.0,4063,5,CAHOT,6,34.083333333333336
48839,2014,LAW ,2014-06-02 20:42:40,PHONE,FOUND CONTRABAND,462.0,911.0,1592,5,CAHOT,6,7.483333333333333
48841,2014,LAW ,2014-06-02 20:46:35,PHONE,WELFARE CHECK,697.0,938.0,1192,5,CAHOT,6,4.016666666666667
48850,2014,LAW ,2014-06-02 21:27:29,PHONE,ASSIST,97.0,686.0,1262,5,CAHOT,6,9.816666666666666
48854,2014,LAW ,2014-06-02 21:44:41,W911,DISORDERLY CONDUCT,673.0,1127.0,1698,3,CAHOT,6,7.566666666666666
48858,2014,LAW ,2014-06-02 21:53:03,PHONE,ASSIST,164.0,455.0,3755,5,CAHOT,6,4.85
48863,2014,LAW ,2014-06-02 22:20:35,PHONE,TRANSPORT,2121.0,2378.0,3521,5,CAHOT,6,4.283333333333333
48880,2014,LAW ,2014-06-02 23:32:53,PHONE,WELFARE CHECK,560.0,1625.0,2375,3,CAHOT,6,17.75
48980,2014,LAW ,2014-06-03 10:56:50,PHONE,TRANSPORT,379.0,1559.0,2826,5,CAHOT,6,19.666666666666668
48994,2014,LAW ,2014-06-03 11:30:05,PHONE,ASSIST,1826.0,1826.0,5947,5,CAHOT,6,0.0
49000,2014,LAW ,2014-06-03 11:44:33,PHONE,TRANSPORT,11467.0,33308.0,33309,5,CAHOT,6,364.01666666666665
49021,2014,LAW ,2014-06-03 12:09:27,PHONE,WELFARE CHECK,15455.0,16592.0,20135,5,CAHOT,6,18.95
49036,2014,LAW ,2014-06-03 12:35:45,PHONE,TRANSPORT,24646.0,30540.0,30541,5,CAHOT,6,98.23333333333333
49066,2014,LAW ,2014-06-03 13:49:24,PHONE,TRANSPORT,25832.0,25832.0,25833,5,CAHOT,6,0.0
49077,2014,LAW ,2014-06-03 14:13:47,PHONE,WELFARE CHECK,2556.0,3293.0,5708,5,CAHOT,6,12.283333333333333
49108,2014,LAW ,2014-06-03 15:23:15,PHONE,TRANSPORT,10368.0,10959.0,11222,5,CAHOT,6,9.85
49111,2014,LAW ,2014-06-03 15:25:36,PHONE,FOUND CONTRABAND,17728.0,18639.0,19117,5,CAHOT,6,15.183333333333334
49117,2014,LAW ,2014-06-03 15:34:48,W911,INTOXICATED PERSON,4711.0,8675.0,8905,5,CAHOT,6,66.06666666666666
49127,2014,LAW ,2014-06-03 16:13:27,PHONE,ASSIST,7267.0,7466.0,10255,5,CAHOT,6,3.316666666666667
49138,2014,LAW ,2014-06-03 16:54:30,E911,ASSIST,36.0,843.0,3064,11,CAHOT,6,13.45
49139,2014,LAW ,2014-06-03 16:54:47,PHONE,ASSIST,5755.0,8114.0,9024,5,CAHOT,6,39.31666666666667
49143,2014,LAW ,2014-06-03 17:03:56,PHONE,TRANSPORT,9785.0,10520.0,10824,5,CAHOT,6,12.25
49159,2014,LAW ,2014-06-03 17:48:54,E911,INTOXICATED PERSON,947.0,1280.0,1492,5,CAHOT,6,5.55
49171,2014,LAW ,2014-06-03 18:20:03,PHONE,INTOXICATED PERSON,688.0,1313.0,2538,5,CAHOT,6,10.416666666666666
49182,2014,LAW ,2014-06-03 19:02:49,E911,SUICIDE RISK,49.0,1003.0,2606,1,CAHOT,6,15.9
49183,2014,LAW ,2014-06-03 19:03:02,PHONE,TRANSPORT,1537.0,2030.0,4298,5,CAHOT,6,8.216666666666667
49186,2014,LAW ,2014-06-03 19:08:56,PHONE,FOUND CONTRABAND,5738.0,6342.0,6496,5,CAHOT,6,10.066666666666666
49194,2014,LAW ,2014-06-03 19:53:29,PHONE,INTOXICATED PERSON,1220.0,1557.0,2203,5,CAHOT,6,5.616666666666666
49218,2014,LAW ,2014-06-03 21:00:27,PHONE,TRANSPORT,301.0,1000.0,4545,5,CAHOT,6,11.65
49226,2014,LAW ,2014-06-03 21:40:21,PHONE,ASSIST,120.0,4305.0,4496,5,CAHOT,6,69.75
49239,2014,LAW ,2014-06-03 22:30:23,PHONE,TRANSPORT,1606.0,1615.0,1950,5,CAHOT,6,0.15
49240,2014,LAW ,2014-06-03 22:32:45,PHONE,ASSIST,2029.0,2916.0,7667,5,CAHOT,6,14.783333333333333
49249,2014,LAW ,2014-06-03 23:18:45,PHONE,WELFARE CHECK,4927.0,5598.0,5871,5,CAHOT,6,11.183333333333334
49254,2014,LAW ,2014-06-04 00:01:07,PHONE,TRANSPORT,3341.0,3885.0,4991,5,CAHOT,6,9.066666666666666
49260,2014,LAW ,2014-06-04 00:35:11,PHONE,TRANSPORT,2961.0,2964.0,3262,5,CAHOT,6,0.05
49270,2014,LAW ,2014-06-04 01:40:02,PHONE,WELFARE CHECK,175.0,1765.0,2514,5,CAHOT,6,26.5
49355,2014,LAW ,2014-06-04 11:28:04,PHONE,SUBJECT DOWN,55.0,379.0,905,1,CAHOT,6,5.4
49356,2014,LAW ,2014-06-04 11:31:57,PHONE,ASSIST,695.0,4879.0,6594,5,CAHOT,6,69.73333333333333
49368,2014,LAW ,2014-06-04 12:08:59,PHONE,TRANSPORT,14345.0,14345.0,14348,5,CAHOT,6,0.0
49377,2014,LAW ,2014-06-04 12:23:24,E911,WELFARE CHECK,3509.0,4679.0,5153,5,CAHOT,6,19.5
49381,2014,LAW ,2014-06-04 12:35:41,PHONE,TRANSPORT,4429.0,5240.0,6603,5,CAHOT,6,13.516666666666667
49401,2014,LAW ,2014-06-04 13:18:32,PHONE,TRANSPORT,10187.0,10187.0,10191,5,CAHOT,6,0.0
49405,2014,LAW ,2014-06-04 13:22:48,PHONE,TRANSPORT,8688.0,8725.0,9913,5,CAHOT,6,0.6166666666666667
49421,2014,LAW ,2014-06-04 13:57:03,PHONE,SUBJECT DOWN,1723.0,2727.0,3086,5,CAHOT,6,16.733333333333334
49441,2014,LAW ,2014-06-04 14:38:54,PHONE,ASSIST,583.0,1294.0,2465,5,CAHOT,6,11.85
49453,2014,LAW ,2014-06-04 14:57:07,PHONE,TRANSPORT,3019.0,3691.0,6611,5,CAHOT,6,11.2
49456,2014,LAW ,2014-06-04 15:00:52,PHONE,ASSIST,1149.0,5599.0,10376,5,CAHOT,6,74.16666666666667
49498,2014,LAW ,2014-06-04 17:01:38,PHONE,TRANSPORT,8560.0,8935.0,10636,5,CAHOT,6,6.25
49506,2014,LAW ,2014-06-04 17:23:08,PHONE,WELFARE CHECK,2075.0,2331.0,2898,5,CAHOT,6,4.266666666666667
49507,2014,LAW ,2014-06-04 17:27:14,PHONE,ASSIST,2689.0,2881.0,3116,5,CAHOT,6,3.2
49515,2014,LAW ,2014-06-04 17:56:47,PHONE,INTOXICATED PERSON,172.0,403.0,2120,5,CAHOT,6,3.85
49524,2014,LAW ,2014-06-04 18:12:44,PHONE,WELFARE CHECK,398.0,4831.0,4838,5,CAHOT,6,73.88333333333334
49532,2014,LAW ,2014-06-04 18:31:29,PHONE,SUBJECT DOWN,69.0,506.0,1133,1,CAHOT,6,7.283333333333333
49552,2014,LAW ,2014-06-04 19:37:14,PHONE,INTOXICATED PERSON,1440.0,2420.0,4989,5,CAHOT,6,16.333333333333332
49553,2014,LAW ,2014-06-04 19:38:26,PHONE,WELFARE CHECK,169.0,676.0,1277,5,CAHOT,6,8.45
49555,2014,LAW ,2014-06-04 19:43:03,PHONE,TRANSPORT,1037.0,1157.0,3966,5,CAHOT,6,2.0
49564,2014,LAW ,2014-06-04 20:05:06,PHONE,ASSIST,3509.0,4197.0,7883,5,CAHOT,6,11.466666666666667
49583,2014,LAW ,2014-06-04 20:48:21,PHONE,ASSIST,89.0,716.0,2356,5,CAHOT,6,10.45
49596,2014,LAW ,2014-06-04 21:24:17,PHONE,WELFARE CHECK,204.0,832.0,6665,5,CAHOT,6,10.466666666666667
49628,2014,LAW ,2014-06-04 23:02:54,PHONE,TRANSPORT,3147.0,3313.0,3994,5,CAHOT,6,2.7666666666666666
49637,2014,LAW ,2014-06-04 23:42:44,PHONE,TRANSPORT,1611.0,1886.0,2736,5,CAHOT,6,4.583333333333333
49639,2014,LAW ,2014-06-05 00:01:01,PHONE,ASSIST,1650.0,2612.0,5576,5,CAHOT,6,16.033333333333335
49651,2014,LAW ,2014-06-05 01:15:26,PHONE,TRANSPORT,1119.0,1126.0,2270,5,CAHOT,6,0.11666666666666667
49733,2014,LAW ,2014-06-05 10:19:15,PHONE,TRANSPORT,2596.0,3408.0,6975,5,CAHOT,6,13.533333333333333
49750,2014,LAW ,2014-06-05 11:22:44,PHONE,ASSIST,3190.0,3716.0,6469,5,CAHOT,6,8.766666666666667
49755,2014,LAW ,2014-06-05 11:33:17,PHONE,FOUND CONTRABAND,15031.0,16099.0,16714,5,CAHOT,6,17.8
49757,2014,LAW ,2014-06-05 11:39:36,PHONE,TRANSPORT,9891.0,10343.0,13301,5,CAHOT,6,7.533333333333333
49772,2014,LAW ,2014-06-05 12:18:45,PHONE,TRANSPORT,14007.0,14021.0,14883,5,CAHOT,6,0.23333333333333334
49785,2014,LAW ,2014-06-05 12:45:35,PHONE,ASSIST,12415.0,13351.0,14018,5,CAHOT,6,15.6
49789,2014,LAW ,2014-06-05 13:01:29,PHONE,WELFARE CHECK,558.0,1511.0,2472,5,CAHOT,6,15.883333333333333
49847,2014,LAW ,2014-06-05 15:26:51,PHONE,ASSIST,3598.0,4269.0,7025,5,CAHOT,6,11.183333333333334
49852,2014,LAW ,2014-06-05 15:42:32,PHONE,TRANSPORT,4507.0,5524.0,7099,5,CAHOT,6,16.95
49877,2014,LAW ,2014-06-05 16:53:12,PHONE,TRANSPORT,2874.0,3254.0,4461,5,CAHOT,6,6.333333333333333
49879,2014,LAW ,2014-06-05 16:58:23,PHONE,ASSIST,8311.0,8715.0,9129,5,CAHOT,6,6.733333333333333
49882,2014,LAW ,2014-06-05 17:04:21,PHONE,TRANSPORT,6172.0,6710.0,7933,5,CAHOT,6,8.966666666666667
49885,2014,LAW ,2014-06-05 17:09:48,W911,SUBJECT DOWN,898.0,2029.0,3718,1,CAHOT,6,18.85
49888,2014,LAW ,2014-06-05 17:15:14,PHONE,ASSIST,10776.0,12273.0,13521,5,CAHOT,6,24.95
49896,2014,LAW ,2014-06-05 17:43:58,PHONE,DISORDERLY CONDUCT,2465.0,3378.0,8396,3,CAHOT,6,15.216666666666667
49914,2014,LAW ,2014-06-05 19:13:04,PHONE,TRESPASSING,2635.0,2981.0,3166,3,CAHOT,6,5.766666666666667
49917,2014,LAW ,2014-06-05 19:20:42,PHONE,SUBJECT DOWN,606.0,1123.0,2014,1,CAHOT,6,8.616666666666667
49924,2014,LAW ,2014-06-05 19:41:54,PHONE,WELFARE CHECK,4353.0,5398.0,6591,5,CAHOT,6,17.416666666666668
49928,2014,LAW ,2014-06-05 19:56:43,PHONE,ASSIST,4488.0,4867.0,5228,5,CAHOT,6,6.316666666666666
49932,2014,LAW ,2014-06-05 20:03:36,W911,INTOXICATED PERSON,6503.0,7713.0,8064,5,CAHOT,6,20.166666666666668
49946,2014,LAW ,2014-06-05 20:39:47,PHONE,TRANSPORT,3127.0,4371.0,4465,5,CAHOT,6,20.733333333333334
49948,2014,LAW ,2014-06-05 20:48:51,PHONE,ASSIST,3950.0,4363.0,5991,5,CAHOT,6,6.883333333333334
49979,2014,LAW ,2014-06-05 22:31:18,PHONE,ASSIST,230.0,1792.0,2017,5,CAHOT,6,26.033333333333335
49991,2014,LAW ,2014-06-05 23:04:59,PHONE,WELFARE CHECK,288.0,653.0,1723,5,CAHOT,6,6.083333333333333
50003,2014,LAW ,2014-06-05 23:39:28,PHONE,ASSIST,192.0,1062.0,2711,5,CAHOT,6,14.5
50006,2014,LAW ,2014-06-05 23:57:21,PHONE,ASSIST,1641.0,1968.0,4756,5,CAHOT,6,5.45
50026,2014,LAW ,2014-06-06 01:35:22,PHONE,TRANSPORT,73.0,642.0,2040,5,CAHOT,6,9.483333333333333
50074,2014,LAW ,2014-06-06 08:55:01,PHONE,TRANSPORT,9818.0,9967.0,12141,5,CAHOT,6,2.4833333333333334
50095,2014,LAW ,2014-06-06 10:14:26,PHONE,WELFARE CHECK,2878.0,4489.0,5046,3,CAHOT,6,26.85
50138,2014,LAW ,2014-06-06 11:53:16,PHONE,TRANSPORT,11616.0,12341.0,13453,5,CAHOT,6,12.083333333333334
50164,2014,LAW ,2014-06-06 12:55:23,PHONE,ASSIST,5678.0,6198.0,7887,5,CAHOT,6,8.666666666666666
50169,2014,LAW ,2014-06-06 13:04:37,PHONE,TRANSPORT,3266.0,4384.0,4897,5,CAHOT,6,18.633333333333333
50172,2014,LAW ,2014-06-06 13:18:35,PHONE,TRANSPORT,8104.0,8462.0,11199,5,CAHOT,6,5.966666666666667
50229,2014,LAW ,2014-06-06 15:12:47,PHONE,SUBJECT DOWN,484.0,1211.0,4140,3,CAHOT,6,12.116666666666667
50231,2014,LAW ,2014-06-06 15:16:09,PHONE,TRANSPORT,1282.0,1414.0,2432,5,CAHOT,6,2.2
50250,2014,LAW ,2014-06-06 16:25:21,PHONE,SUICIDE RISK,385.0,704.0,5682,1,CAHOT,6,5.316666666666666
50271,2014,LAW ,2014-06-06 17:18:53,PHONE,ASSIST,2550.0,2928.0,3347,5,CAHOT,6,6.3
50287,2014,LAW ,2014-06-06 17:54:38,PHONE,ASSIST,1206.0,2252.0,11554,5,CAHOT,6,17.433333333333334
50309,2014,LAW ,2014-06-06 18:59:22,PHONE,TRANSPORT,394.0,1349.0,2507,5,CAHOT,6,15.916666666666666
50320,2014,LAW ,2014-06-06 19:23:32,PHONE,WELFARE CHECK,3529.0,4802.0,5709,3,CAHOT,6,21.216666666666665
50325,2014,LAW ,2014-06-06 19:53:53,W911,WELFARE CHECK,5308.0,5919.0,6356,5,CAHOT,6,10.183333333333334
50377,2014,LAW ,2014-06-06 22:52:56,PHONE,SUICIDE RISK,313.0,327.0,4581,1,CAHOT,6,0.23333333333333334
50517,2014,LAW ,2014-06-07 11:09:20,E911,SUBJECT DOWN,23.0,487.0,3420,1,CAHOT,6,7.733333333333333
50530,2014,LAW ,2014-06-07 12:01:52,PHONE,ASSIST,2323.0,2731.0,3074,5,CAHOT,6,6.8
50534,2014,LAW ,2014-06-07 12:18:50,E911,SUBJECT DOWN,94.0,770.0,1112,1,CAHOT,6,11.266666666666667
50544,2014,LAW ,2014-06-07 12:56:07,W911,WELFARE CHECK,211.0,432.0,2266,3,CAHOT,6,3.683333333333333
50551,2014,LAW ,2014-06-07 13:22:07,PHONE,SUICIDE RISK,716.0,1336.0,4196,5,CAHOT,6,10.333333333333334
50557,2014,LAW ,2014-06-07 13:41:53,PHONE,WELFARE CHECK,3012.0,3510.0,3839,5,CAHOT,6,8.3
50586,2014,LAW ,2014-06-07 15:53:43,PHONE,SUICIDE RISK,232.0,594.0,2781,1,CAHOT,6,6.033333333333333
50588,2014,LAW ,2014-06-07 16:11:21,W911,SUBJECT DOWN,16.0,997.0,3229,1,CAHOT,6,16.35
50593,2014,LAW ,2014-06-07 16:34:03,E911,SUICIDE RISK,88.0,587.0,4697,1,CAHOT,6,8.316666666666666
50599,2014,LAW ,2014-06-07 17:00:25,PHONE,SUICIDE RISK,287.0,417.0,3376,1,CAHOT,6,2.1666666666666665
50606,2014,LAW ,2014-06-07 17:30:41,PHONE,TRANSPORT,1308.0,1563.0,2430,5,CAHOT,6,4.25
50625,2014,LAW ,2014-06-07 18:42:44,PHONE,INTOXICATED PERSON,277.0,662.0,1036,5,CAHOT,6,6.416666666666667
50628,2014,LAW ,2014-06-07 18:49:23,PHONE,WELFARE CHECK,642.0,1284.0,1835,5,CAHOT,6,10.7
50645,2014,LAW ,2014-06-07 20:09:12,PHONE,TRANSPORT,69.0,930.0,2937,5,CAHOT,6,14.35
